id	Disease	Sample_Type	Protocol	Platform
TCGA-OR-A5J1-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5J2-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5J3-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5J4-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5J5-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5J6-01A-31R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5J7-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5J8-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5J9-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JA-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JB-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JC-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JD-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JE-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JF-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JG-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JI-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JJ-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JK-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JL-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JM-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JO-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JP-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JQ-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JR-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JS-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JT-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JV-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JW-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JX-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JY-01A-31R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5JZ-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5K0-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5K1-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5K2-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5K3-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5K4-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5K5-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5K6-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5K8-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5K9-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5KO-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5KT-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5KU-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5KV-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5KW-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5KX-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5KY-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5KZ-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5L3-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5L4-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5L5-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5L6-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5L8-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5L9-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LA-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LB-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LC-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LD-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LE-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LG-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LH-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LJ-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LK-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LL-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LM-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LN-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LO-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LP-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LR-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LS-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OR-A5LT-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-OU-A5PI-01A-12R-A29W-13	ACC	1	Direct	HiSeq
TCGA-P6-A5OF-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-PA-A5YG-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-PK-A5H8-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-PK-A5H9-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-PK-A5HA-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-PK-A5HB-01A-11R-A29W-13	ACC	1	Direct	HiSeq
TCGA-2F-A9KO-01A-11R-A38M-13	BLCA	1	MultiMACs	HiSeq
TCGA-2F-A9KP-01A-11R-A38M-13	BLCA	1	MultiMACs	HiSeq
TCGA-2F-A9KQ-01A-11R-A38M-13	BLCA	1	MultiMACs	HiSeq
TCGA-2F-A9KR-01A-11R-A38M-13	BLCA	1	MultiMACs	HiSeq
TCGA-2F-A9KT-01A-11R-A38M-13	BLCA	1	MultiMACs	HiSeq
TCGA-2F-A9KW-01A-11R-A38M-13	BLCA	1	MultiMACs	HiSeq
TCGA-4Z-AA7M-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-4Z-AA7N-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-4Z-AA7O-01A-31R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-4Z-AA7Q-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-4Z-AA7R-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-4Z-AA7S-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-4Z-AA7W-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-4Z-AA7Y-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-4Z-AA80-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-4Z-AA81-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-4Z-AA82-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-4Z-AA83-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-4Z-AA84-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-4Z-AA86-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-4Z-AA87-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-4Z-AA89-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-5N-A9KI-01A-31R-A42V-13	BLCA	1	MultiMACs	HiSeq
TCGA-5N-A9KM-01A-11R-A42V-13	BLCA	1	MultiMACs	HiSeq
TCGA-BL-A0C8-01A-11R-A10V-13	BLCA	1	MultiMACs	HiSeq
TCGA-BL-A13I-01A-11R-A13X-13	BLCA	1	MultiMACs	HiSeq
TCGA-BL-A13J-01A-11R-A10V-13	BLCA	1	MultiMACs	HiSeq
TCGA-BL-A13J-11A-13R-A10V-13	BLCA	11	MultiMACs	HiSeq
TCGA-BL-A3JM-01A-12R-A21E-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A0S7-01A-11R-A10V-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A0YX-01A-11R-A10V-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A20J-01A-11R-A14X-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A20N-01A-11R-A14X-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A20N-11A-11R-A14X-13	BLCA	11	MultiMACs	HiSeq
TCGA-BT-A20O-01A-21R-A14X-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A20P-01A-11R-A14X-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A20Q-01A-11R-A14X-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A20Q-11A-11R-A14X-13	BLCA	11	MultiMACs	HiSeq
TCGA-BT-A20R-01A-12R-A16Q-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A20R-11A-11R-A16Q-13	BLCA	11	MultiMACs	HiSeq
TCGA-BT-A20T-01A-11R-A14X-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A20U-01A-11R-A14X-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A20U-11A-11R-A14X-13	BLCA	11	MultiMACs	HiSeq
TCGA-BT-A20V-01A-11R-A14X-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A20W-01A-21R-A14X-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A20W-11A-11R-A14X-13	BLCA	11	MultiMACs	HiSeq
TCGA-BT-A20X-01A-11R-A16Q-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A2LA-01A-11R-A18B-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A2LA-11A-11R-A18B-13	BLCA	11	MultiMACs	HiSeq
TCGA-BT-A2LB-01A-11R-A18B-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A2LB-11A-11R-A18B-13	BLCA	11	MultiMACs	HiSeq
TCGA-BT-A2LD-01A-12R-A20E-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A3PH-01A-11R-A222-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A3PJ-01A-21R-A222-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A3PK-01A-21R-A222-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A42B-01A-32R-A23I-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A42C-01A-11R-A23I-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A42E-01A-11R-A23X-13	BLCA	1	MultiMACs	HiSeq
TCGA-BT-A42F-01A-11R-A23X-13	BLCA	1	MultiMACs	HiSeq
TCGA-C4-A0EZ-01A-21R-A24Y-13	BLCA	1	MultiMACs	HiSeq
TCGA-C4-A0F0-01A-12R-A10V-13	BLCA	1	MultiMACs	HiSeq
TCGA-C4-A0F1-01A-11R-A25G-13	BLCA	1	MultiMACs	HiSeq
TCGA-C4-A0F6-01A-11R-A10V-13	BLCA	1	MultiMACs	HiSeq
TCGA-C4-A0F7-01A-11R-A25G-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A1HR-01A-11R-A13X-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A1HS-01A-11R-A13X-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A27C-01A-11R-A16Q-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A3MF-01A-12R-A21E-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A3MG-01A-11R-A20E-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A3MH-01A-11R-A20E-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A3MI-01A-11R-A20E-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A47S-01A-11R-A23X-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A47T-01A-11R-A23X-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A47V-01A-11R-A23X-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A47W-01A-11R-A23X-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A47X-01A-31R-A23X-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A47Y-01A-11R-A23X-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A5U8-01A-11R-A28I-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A5UA-01A-11R-A28I-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A7I0-01A-22R-A358-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A8HX-01A-11R-A36A-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A8HY-01A-11R-A36A-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A9FF-01A-11R-A38M-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A9FH-01A-11R-A38M-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A9FL-01A-11R-A38M-13	BLCA	1	MultiMACs	HiSeq
TCGA-CF-A9FM-01A-11R-A38M-13	BLCA	1	MultiMACs	HiSeq
TCGA-CU-A0YN-01A-21R-A10V-13	BLCA	1	MultiMACs	HiSeq
TCGA-CU-A0YN-11A-11R-A10V-13	BLCA	11	MultiMACs	HiSeq
TCGA-CU-A0YO-01A-11R-A10V-13	BLCA	1	MultiMACs	HiSeq
TCGA-CU-A0YR-01A-12R-A10V-13	BLCA	1	MultiMACs	HiSeq
TCGA-CU-A0YR-11A-13R-A10V-13	BLCA	11	MultiMACs	HiSeq
TCGA-CU-A3KJ-01A-11R-A21E-13	BLCA	1	MultiMACs	HiSeq
TCGA-CU-A3QU-01A-11R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-CU-A3YL-01A-11R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-CU-A5W6-01A-11R-A28I-13	BLCA	1	MultiMACs	HiSeq
TCGA-CU-A72E-01A-12R-A33A-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A1A3-01A-11R-A13X-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A1A5-01A-11R-A13X-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A1A6-01A-11R-A13X-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A1A6-06A-11R-A42V-13	BLCA	6	MultiMACs	HiSeq
TCGA-DK-A1A7-01A-11R-A13X-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A1AA-01A-11R-A13X-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A1AB-01A-11R-A13X-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A1AC-01A-11R-A13X-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A1AD-01A-11R-A13X-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A1AE-01A-11R-A13X-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A1AF-01A-11R-A13X-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A1AG-01A-11R-A13X-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A2HX-01A-12R-A18B-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A2I1-01A-11R-A17X-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A2I2-01A-11R-A17X-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A2I4-01A-11R-A21E-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A2I6-01A-12R-A18B-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A3IK-01A-32R-A21E-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A3IL-01A-11R-A20E-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A3IM-01A-11R-A20E-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A3IN-01A-11R-A20E-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A3IQ-01A-31R-A20E-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A3IS-01A-21R-A21E-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A3IT-01A-31R-A20E-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A3IU-01A-11R-A20E-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A3IV-01A-22R-A21E-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A3WW-01A-22R-A23I-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A3WX-01A-22R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A3WY-01A-11R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A3X1-01A-12R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A3X2-01A-11R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A6AV-01A-12R-A30J-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A6AW-01A-11R-A30J-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A6B0-01A-11R-A31R-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A6B1-01A-12R-A30J-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A6B2-01A-11R-A30J-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A6B5-01A-11R-A31R-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-A6B6-01A-11R-A30J-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-AA6L-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-AA6M-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-AA6P-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-AA6Q-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-AA6R-01A-11R-A42V-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-AA6S-01A-21R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-AA6T-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-AA6U-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-AA6W-01A-12R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-AA6X-01A-12R-A42V-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-AA71-01A-31R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-AA74-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-AA75-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-AA76-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-DK-AA77-01A-11R-A39B-13	BLCA	1	MultiMACs	HiSeq
TCGA-E5-A2PC-01A-11R-A205-13	BLCA	1	MultiMACs	HiSeq
TCGA-E5-A4TZ-01A-11R-A31R-13	BLCA	1	MultiMACs	HiSeq
TCGA-E5-A4U1-01A-11R-A31R-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A3X6-01A-12R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A3Y1-01A-11R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A4IJ-01A-31R-A26X-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A4XJ-01A-11R-A26X-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A519-01A-11R-A26X-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A541-01A-11R-A26X-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A5KE-01A-11R-A28I-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A5KF-01A-11R-A28I-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A677-01A-11R-A30J-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A678-01A-11R-A30J-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A6MD-01A-41R-A358-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A6ME-01A-22R-A32J-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A6MF-01A-12R-A32J-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A7DU-01A-11R-A32J-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A7DV-01A-11R-A33A-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A7PW-01A-11R-A358-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A7XN-01A-11R-A358-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A85H-01A-11R-A358-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A8O7-01A-11R-A36A-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A8O8-01A-11R-A36A-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A97P-01A-11R-A38M-13	BLCA	1	MultiMACs	HiSeq
TCGA-E7-A97Q-01A-11R-A38M-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3B3-01A-12R-A205-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3B4-01A-12R-A205-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3B5-01A-11R-A20E-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3B6-01A-21R-A20E-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3B7-01A-31R-A20E-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3B8-01A-31R-A20E-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3N5-01A-11R-A21E-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3N6-01A-11R-A21E-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3NA-01A-11R-A21E-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3SJ-01A-12R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3SL-01A-21R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3SM-01A-11R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3SN-01A-12R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3SO-01A-11R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3SP-01A-31R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3SQ-01A-21R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3SR-01A-11R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A3SS-01A-12R-A22V-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A43N-01A-11R-A23X-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A43P-01A-31R-A23X-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A43S-01A-21R-A23X-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A43U-01A-11R-A23X-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A43X-01A-11R-A23X-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A43Y-01A-21R-A26X-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A5BR-01A-11R-A26X-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A5BS-01A-21R-A26X-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A5BT-01A-11R-A26X-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A5BU-01A-31R-A26X-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A5BV-01A-11R-A26X-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A5BX-01A-11R-A26X-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A5BY-01A-31R-A28I-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A5BZ-01A-11R-A28I-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A5C0-01A-11R-A28I-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A5C1-01A-11R-A28I-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A62N-01A-11R-A30J-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A62O-01A-11R-A30J-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A62P-01A-32R-A30J-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A62S-01A-11R-A30J-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A6TA-01A-12R-A33A-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A6TB-01A-12R-A33A-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A6TC-01A-21R-A33A-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A6TD-01A-51R-A33A-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A6TE-01A-12R-A33A-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A6TF-01A-52R-A32J-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A6TG-01A-11R-A32J-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A6TH-01A-11R-A32J-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A6TI-01A-11R-A32J-13	BLCA	1	MultiMACs	HiSeq
TCGA-FD-A6TK-01A-42R-A33A-13	BLCA	1	MultiMACs	HiSeq
TCGA-FJ-A3Z7-01A-12R-A23I-13	BLCA	1	MultiMACs	HiSeq
TCGA-FJ-A3Z9-01A-11R-A26X-13	BLCA	1	MultiMACs	HiSeq
TCGA-FJ-A3ZE-01A-11R-A23I-13	BLCA	1	MultiMACs	HiSeq
TCGA-FJ-A3ZF-01A-11R-A23I-13	BLCA	1	MultiMACs	HiSeq
TCGA-FJ-A871-01A-11R-A358-13	BLCA	1	MultiMACs	HiSeq
TCGA-FT-A3EE-01A-11R-A205-13	BLCA	1	MultiMACs	HiSeq
TCGA-FT-A61P-01A-11R-A30J-13	BLCA	1	MultiMACs	HiSeq
TCGA-G2-A2EC-01A-11R-A17X-13	BLCA	1	MultiMACs	HiSeq
TCGA-G2-A2EF-01A-12R-A18B-13	BLCA	1	MultiMACs	HiSeq
TCGA-G2-A2EJ-01A-11R-A17X-13	BLCA	1	MultiMACs	HiSeq
TCGA-G2-A2EK-01A-22R-A18B-13	BLCA	1	MultiMACs	HiSeq
TCGA-G2-A2EL-01A-12R-A18B-13	BLCA	1	MultiMACs	HiSeq
TCGA-G2-A2EO-01A-11R-A17X-13	BLCA	1	MultiMACs	HiSeq
TCGA-G2-A2ES-01A-11R-A17X-13	BLCA	1	MultiMACs	HiSeq
TCGA-G2-A3IB-01A-11R-A20E-13	BLCA	1	MultiMACs	HiSeq
TCGA-G2-A3IE-01A-11R-A20E-13	BLCA	1	MultiMACs	HiSeq
TCGA-G2-A3VY-01A-11R-A22V-13	BLCA	1	MultiMACs	HiSeq
