id	Disease	Sample_Type	Protocol	Platform
TCGA-CV-7446-01A-11R-2231-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-7568-01A-11R-2231-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A45O-01A-21R-A24J-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A45P-01A-11R-A24J-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A45Q-01A-11R-A24J-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A45R-01A-11R-A24J-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A45T-01A-11R-A24J-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A45U-01A-12R-A24J-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A45V-01A-21R-A25B-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A45W-01A-11R-A25B-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A45X-01A-21R-A25B-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A45Y-01A-11R-A25B-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A45Z-01A-21R-A25B-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A460-01A-21R-A25B-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A461-01A-41R-A25Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A463-01A-11R-A25Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A464-01A-11R-A25Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A465-01A-11R-A25Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A468-01A-11R-A25Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A6JD-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A6JE-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A6JM-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A6JN-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A6JO-01B-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A6JT-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A6JU-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A6JY-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A6JZ-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A6K0-01B-21R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A6K1-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-CV-A6K2-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-CX-7085-01A-21R-2015-13	HNSC	1	MultiMACs	HiSeq
TCGA-CX-7086-01A-11R-2080-13	HNSC	1	MultiMACs	HiSeq
TCGA-CX-7219-01A-11R-2015-13	HNSC	1	MultiMACs	HiSeq
TCGA-CX-A4AQ-01A-11R-A25B-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-6515-01A-21R-1872-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-6516-01A-11R-1872-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-6517-01A-11R-1872-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-6823-01A-11R-1914-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-6824-01A-11R-1914-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-6825-01A-21R-1914-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-6826-01A-11R-1914-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-6827-01A-11R-1914-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-8568-01A-11R-2401-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-8569-01A-11R-2401-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-A4Z9-01A-11R-A25B-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-A4ZB-01A-11R-A25B-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-A6EK-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-A6EM-01A-21R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-A6EN-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-A6EO-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-A6EP-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-A6EQ-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-A6ES-01A-12R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-D6-A74Q-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-DQ-5624-01A-01R-1872-13	HNSC	1	MultiMACs	HiSeq
TCGA-DQ-5625-01A-01R-1872-13	HNSC	1	MultiMACs	HiSeq
TCGA-DQ-5629-01A-01R-1872-13	HNSC	1	MultiMACs	HiSeq
TCGA-DQ-5630-01A-01R-1872-13	HNSC	1	MultiMACs	HiSeq
TCGA-DQ-5631-01A-01R-1872-13	HNSC	1	MultiMACs	HiSeq
TCGA-DQ-7588-01A-11R-2080-13	HNSC	1	MultiMACs	HiSeq
TCGA-DQ-7589-01A-11R-2231-13	HNSC	1	MultiMACs	HiSeq
TCGA-DQ-7590-01A-11R-2231-13	HNSC	1	MultiMACs	HiSeq
TCGA-DQ-7591-01A-11R-2080-13	HNSC	1	MultiMACs	HiSeq
TCGA-DQ-7592-01A-11R-2080-13	HNSC	1	MultiMACs	HiSeq
TCGA-DQ-7593-01A-11R-2231-13	HNSC	1	MultiMACs	HiSeq
TCGA-DQ-7594-01A-11R-2231-13	HNSC	1	MultiMACs	HiSeq
TCGA-DQ-7595-01A-11R-2231-13	HNSC	1	MultiMACs	HiSeq
TCGA-DQ-7596-01A-11R-2231-13	HNSC	1	MultiMACs	HiSeq
TCGA-F7-7848-01A-11R-2131-13	HNSC	1	MultiMACs	HiSeq
TCGA-F7-8298-01A-11R-2401-13	HNSC	1	MultiMACs	HiSeq
TCGA-F7-8489-01A-31R-2401-13	HNSC	1	MultiMACs	HiSeq
TCGA-F7-A50G-01A-11R-A25Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-F7-A50I-01A-11R-A28Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-F7-A50J-01A-21R-A28Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-F7-A61S-01A-11R-A28Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-F7-A61V-01A-11R-A28Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-F7-A61W-01A-11R-A28Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-F7-A620-01A-11R-A28Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-F7-A622-01A-11R-A28Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-F7-A623-01A-11R-A28Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-F7-A624-01A-22R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-H7-7774-01A-21R-2080-13	HNSC	1	MultiMACs	HiSeq
TCGA-H7-8501-01A-11R-2401-13	HNSC	1	MultiMACs	HiSeq
TCGA-H7-8502-01A-11R-2401-13	HNSC	1	MultiMACs	HiSeq
TCGA-H7-A6C4-01A-11R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-H7-A6C4-11A-21R-A30I-13	HNSC	11	MultiMACs	HiSeq
TCGA-H7-A6C5-01A-11R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-H7-A6C5-11A-11R-A30I-13	HNSC	11	MultiMACs	HiSeq
TCGA-H7-A76A-01A-51R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-HD-7229-01A-11R-2015-13	HNSC	1	MultiMACs	HiSeq
TCGA-HD-7753-01A-11R-2080-13	HNSC	1	MultiMACs	HiSeq
TCGA-HD-7754-01A-11R-2080-13	HNSC	1	MultiMACs	HiSeq
TCGA-HD-7831-01A-11R-2131-13	HNSC	1	MultiMACs	HiSeq
TCGA-HD-7832-01A-11R-2131-13	HNSC	1	MultiMACs	HiSeq
TCGA-HD-7917-01A-11R-2231-13	HNSC	1	MultiMACs	HiSeq
TCGA-HD-8224-01A-11R-2401-13	HNSC	1	MultiMACs	HiSeq
TCGA-HD-8314-01A-11R-2401-13	HNSC	1	MultiMACs	HiSeq
TCGA-HD-8634-01A-11R-2401-13	HNSC	1	MultiMACs	HiSeq
TCGA-HD-8635-01A-11R-2401-13	HNSC	1	MultiMACs	HiSeq
TCGA-HD-8635-11A-01R-2401-13	HNSC	11	MultiMACs	HiSeq
TCGA-HD-A4C1-01A-11R-A24J-13	HNSC	1	MultiMACs	HiSeq
TCGA-HD-A633-01A-11R-A28Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-HD-A634-01A-11R-A28Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-HD-A6HZ-01A-12R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-HD-A6HZ-11A-11R-A31R-13	HNSC	11	MultiMACs	HiSeq
TCGA-HD-A6I0-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-HD-A6I0-11A-11R-A31R-13	HNSC	11	MultiMACs	HiSeq
TCGA-HL-7533-01A-11R-2231-13	HNSC	1	MultiMACs	HiSeq
TCGA-IQ-7630-01A-11R-2080-13	HNSC	1	MultiMACs	HiSeq
TCGA-IQ-7631-01A-11R-2080-13	HNSC	1	MultiMACs	HiSeq
TCGA-IQ-7632-01A-11R-2080-13	HNSC	1	MultiMACs	HiSeq
TCGA-IQ-A61E-01A-22R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-IQ-A61G-01A-11R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-IQ-A61H-01A-11R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-IQ-A61I-01A-11R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-IQ-A61J-01A-11R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-IQ-A61K-01A-11R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-IQ-A61L-01A-11R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-IQ-A61O-01A-11R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-IQ-A6SH-01A-12R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-KU-A66S-01A-21R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-KU-A66T-01A-11R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-KU-A6H7-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-KU-A6H7-06A-21R-A31R-13	HNSC	6	MultiMACs	HiSeq
TCGA-KU-A6H8-01A-21R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-MT-A51W-01A-21R-A25Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-MT-A51X-01A-11R-A25Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-MT-A67A-01A-11R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-MT-A67D-01A-31R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-MT-A67F-01A-11R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-MT-A67G-01A-11R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-MT-A7BN-01A-12R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-MZ-A5BI-01A-31R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-MZ-A6I9-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-MZ-A7D7-01A-21R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-P3-A5Q5-01A-11R-A28Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-P3-A5Q6-01A-11R-A28Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-P3-A5QA-01A-11R-A28Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-P3-A5QE-01A-11R-A28Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-P3-A5QF-01A-11R-A28Z-13	HNSC	1	MultiMACs	HiSeq
TCGA-P3-A6SW-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-P3-A6SX-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-P3-A6T0-01A-12R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-P3-A6T2-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-P3-A6T3-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-P3-A6T4-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-P3-A6T5-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-P3-A6T6-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-P3-A6T7-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-P3-A6T8-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-A64Z-01A-11R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-A652-01A-11R-A30I-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-A6IF-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-A6IG-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-A6IH-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-A6II-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-A6IJ-01A-11R-A31R-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-A6V9-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-A6VB-01A-12R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-A6VC-01A-23R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-A8Z7-01A-11R-A39B-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-A8Z8-01A-11R-A39B-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-A8Z9-01B-11R-A39B-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-A8ZA-01A-11R-A39B-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-A8ZB-01A-11R-A39B-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-AA3J-01A-11R-A39B-13	HNSC	1	MultiMACs	HiSeq
TCGA-QK-AA3K-01A-11R-A39B-13	HNSC	1	MultiMACs	HiSeq
TCGA-RS-A6TO-01A-32R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-RS-A6TP-01A-12R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-T2-A6WX-01A-12R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-T2-A6WZ-01A-21R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-T2-A6X0-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-T2-A6X2-01A-12R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-T3-A92M-01A-31R-A39B-13	HNSC	1	MultiMACs	HiSeq
TCGA-T3-A92N-01A-11R-A39B-13	HNSC	1	MultiMACs	HiSeq
TCGA-TN-A7HI-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-TN-A7HJ-01A-12R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-TN-A7HL-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A718-01A-22R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A719-01A-12R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A71A-01A-22R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A71A-06A-11R-A39B-13	HNSC	6	MultiMACs	HiSeq
TCGA-UF-A71B-01A-12R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A71D-01A-12R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A71E-01A-31R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A7J9-01A-12R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A7JA-01A-12R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A7JC-01A-21R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A7JD-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A7JF-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A7JH-01A-21R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A7JJ-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A7JK-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A7JO-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A7JS-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A7JT-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UF-A7JV-01A-11R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-UP-A6WW-01A-12R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-WA-A7GZ-11A-11R-A34O-13	HNSC	11	MultiMACs	HiSeq
TCGA-WA-A7H4-01A-21R-A34O-13	HNSC	1	MultiMACs	HiSeq
TCGA-KL-8323-01A-21R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8324-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8324-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KL-8325-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8326-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8326-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KL-8327-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8328-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8329-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8329-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KL-8330-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8331-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8332-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8332-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KL-8333-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8334-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8335-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8336-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8336-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KL-8337-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8338-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8339-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8339-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KL-8340-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8341-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8342-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8343-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8344-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8345-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KL-8346-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KM-8438-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KM-8439-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KM-8440-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KM-8441-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KM-8442-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KM-8443-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KM-8476-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KM-8477-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KM-8639-01A-11R-2401-13	KICH	1	Direct	HiSeq
TCGA-KN-8418-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8419-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8419-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KN-8421-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8422-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8422-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KN-8423-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8423-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KN-8424-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8424-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KN-8425-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8425-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KN-8426-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8426-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KN-8427-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8427-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KN-8428-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8428-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KN-8429-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8429-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KN-8431-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8431-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KN-8432-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8432-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KN-8433-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8433-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KN-8434-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8434-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KN-8435-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8435-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KN-8436-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8436-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KN-8437-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KN-8437-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KO-8403-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KO-8403-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KO-8404-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KO-8405-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KO-8406-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KO-8407-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KO-8408-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KO-8409-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KO-8410-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KO-8411-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KO-8413-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KO-8414-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KO-8415-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KO-8415-11A-01R-2314-13	KICH	11	Direct	HiSeq
TCGA-KO-8416-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-KO-8417-01A-11R-2314-13	KICH	1	Direct	HiSeq
TCGA-3Z-A93Z-01A-11R-A37P-13	KIRC	1	MultiMACs	HiSeq
TCGA-6D-AA2E-01A-11R-A37P-13	KIRC	1	MultiMACs	HiSeq
TCGA-A3-3307-01A-01T-0860-13	KIRC	1	MultiMACs	GA
TCGA-A3-3308-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3311-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3313-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3316-01A-01T-0860-13	KIRC	1	MultiMACs	GA
TCGA-A3-3317-01A-02R-1324-13	KIRC	1	MultiMACs	HiSeq
TCGA-A3-3319-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3320-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3322-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3323-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3324-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3326-01A-01T-0860-13	KIRC	1	MultiMACs	GA
TCGA-A3-3331-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3346-01A-01T-1192-13	KIRC	1	MultiMACs	GA
TCGA-A3-3347-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3349-01A-01T-1187-13	KIRC	1	MultiMACs	GA
TCGA-A3-3351-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3357-01A-02R-1419-13	KIRC	1	MultiMACs	GA
TCGA-A3-3358-01A-01R-1540-13	KIRC	1	MultiMACs	HiSeq
TCGA-A3-3358-11A-01R-1540-13	KIRC	11	MultiMACs	HiSeq
TCGA-A3-3362-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3363-01A-01T-0860-13	KIRC	1	MultiMACs	GA
TCGA-A3-3365-01A-01T-0860-13	KIRC	1	MultiMACs	GA
TCGA-A3-3367-01A-02R-1419-13	KIRC	1	MultiMACs	GA
TCGA-A3-3370-01A-02R-1419-13	KIRC	1	MultiMACs	GA
TCGA-A3-3372-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3373-01A-02R-1419-13	KIRC	1	MultiMACs	GA
TCGA-A3-3374-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3376-01A-02R-1419-13	KIRC	1	MultiMACs	GA
TCGA-A3-3378-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3380-01A-01T-0860-13	KIRC	1	MultiMACs	GA
TCGA-A3-3382-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3383-01A-02R-1324-13	KIRC	1	MultiMACs	GA
TCGA-A3-3385-01A-02R-1419-13	KIRC	1	MultiMACs	GA
TCGA-A3-3387-01A-01R-1540-13	KIRC	1	MultiMACs	HiSeq
TCGA-A3-3387-11A-01R-1540-13	KIRC	11	MultiMACs	HiSeq
TCGA-A3-A6NI-01A-11R-A33A-13	KIRC	1	MultiMACs	HiSeq
TCGA-A3-A6NJ-01A-12R-A33A-13	KIRC	1	MultiMACs	HiSeq
TCGA-A3-A6NL-01A-11R-A33A-13	KIRC	1	MultiMACs	HiSeq
TCGA-A3-A6NN-01A-12R-A33A-13	KIRC	1	MultiMACs	HiSeq
